Depth (m),ROP Avg(m/hr),Surface WOB Avg(klb),RPM Surface Avg (rpm),Torque Abs Avg (f-b),SPP Avg (psig),Flow in Pum Avg(gpm),M.wt(ppg),HOB(hr),Rev On Bit (krev),Bit Diameter,TFA(in2),pit volume(bbl),PP(ppg),OVB(ppg)
1558,7.7,6.6,120,2681.6,2945,1009,10.50,35.01666667,240.8,17.50,1.1688,649.61,9.87,14.2
1558.5,8.5,6.1,120,2663.7,2943,1009,10.50,35.08333333,241.2,17.50,1.1688,647.78,9.87,14.205
1559,9,6.7,120,2654.3,2942,1008,10.50,35.15,241.6,17.50,1.1688,648.68,9.87,14.21
1559.5,9.2,7.2,120,2719.1,2943,1009,10.50,35.2,242,17.50,1.1688,649.32,9.865,14.21
1560,9.5,7.5,120,2796.5,2946,1008,10.50,35.25,242.4,17.50,1.1688,650.32,9.86,14.21
1560.5,10.6,8.6,119,2866.2,2951,1008,10.50,35.3,242.7,17.50,1.1688,645.18,9.85,14.215
1561,15,11.5,119,3171.2,2977,1007,10.50,35.33333333,243,17.50,1.1688,657.18,9.84,14.22
1561.5,16.1,12.9,119,3322.1,2979,1007,10.50,35.36666667,243.2,17.50,1.1688,689.73,9.835,14.22
1562,16.4,13.4,119,3356.7,2968,1007,10.50,35.4,243.4,17.50,1.1688,699.35,9.83,14.22
1562.5,16.2,13.4,118,3349.5,2965,1008,10.50,35.43333333,243.6,17.50,1.1688,697.95,9.82,14.225
1563,16.2,12.9,118,3300.1,2940,1007,10.50,35.45,243.9,17.50,1.1688,699.69,9.81,14.23
1563.5,16.2,12.6,118,3283.5,2933,1007,10.50,35.48333333,244.1,17.50,1.1688,700.79,9.8,14.23
1564,15.6,13.8,119,3357.1,2901,1007,10.50,35.51666667,244.3,17.50,1.1688,703.8,9.79,14.23
1564.5,15.5,13.5,119,3323.8,2900,1006,10.50,35.55,244.5,17.50,1.1688,706.53,9.78,14.235
1565,16.2,13.7,118,3352.1,2884,1006,10.50,35.58333333,244.8,17.50,1.1688,707.87,9.77,14.24
1565.5,15.8,12.6,119,3217.3,2892,1006,10.50,35.61666667,245,17.50,1.1688,709.38,9.77,14.24
1566,12.8,12,119,3095.4,2897,1006,10.50,35.65,245.3,17.50,1.1688,708.3,9.77,14.24
1566.5,11.9,11.2,119,2971.5,2903,1006,10.50,35.7,245.6,17.50,1.1688,700.02,9.765,14.24
1567,10.7,10.4,119,2809.5,2903,1006,10.50,35.75,245.9,17.50,1.1688,701.55,9.76,14.24
1567.5,11.8,10.6,119,2892.7,2893,1006,10.50,35.78333333,246.2,17.50,1.1688,701.34,9.755,14.245
1568,13.4,12,119,3134.5,2862,1005,10.50,35.83333333,246.5,17.50,1.1688,701.4,9.75,14.25
1568.5,14.3,12.7,119,3250.7,2852,1005,10.50,35.86666667,246.7,17.50,1.1688,700.24,9.735,14.25
1569,14.4,12.3,119,3197.5,2857,1005,10.50,35.9,247,17.50,1.1688,697.29,9.72,14.25
1569.5,13.9,12.2,119,3162.9,2858,1005,10.50,35.93333333,247.2,17.50,1.1688,695.49,9.715,14.255
1570,12.9,11.1,119,3031.9,2859,1005,10.50,35.96666667,247.5,17.50,1.1688,694.88,9.71,14.26
1570.5,11.3,9.8,119,2875.6,2843,1004,10.50,36.01666667,247.8,17.50,1.1688,694.84,9.7,14.26
1571,9.5,8.5,118,2736.7,2828,1001,10.50,36.06666667,248.2,17.50,1.1688,695.2,9.69,14.26
1571.5,8.1,9.6,118,2685.8,2844,989,10.50,36.13333333,248.7,17.50,1.1688,703.88,9.68,14.265
1572,7.5,11.4,118,2587.4,2891,980,10.50,36.2,249.1,17.50,1.1688,696.44,9.67,14.27
1572.5,7.8,12.7,118,2539,2932,985,10.50,36.25,249.5,17.50,1.1688,699.7,9.67,14.27
1573,8.3,14.9,119,2682.8,2952,989,10.50,36.31666667,250,17.50,1.1688,701.73,9.67,14.27
1573.5,8.7,15.2,119,2693.5,2949,989,10.50,36.38333333,250.4,17.50,1.1688,699.62,9.675,14.275
1574,8.9,14.6,119,2730.9,2952,989,10.50,36.43333333,250.8,17.50,1.1688,700.15,9.68,14.28
1574.5,9,8.9,119,2622.8,2953,989,10.50,36.48333333,251.2,17.50,1.1688,700.44,9.66,14.28
1575,9.4,6.6,119,2523.7,2957,989,10.50,36.55,251.6,17.50,1.1688,700.21,9.64,14.28
1575.5,9.4,6.4,119,2671.1,2957,989,10.50,36.6,252,17.50,1.1688,700.55,9.64,14.28
1576,9.4,6,119,2711.8,2958,989,10.50,36.65,252.3,17.50,1.1688,701.28,9.64,14.28
1576.5,9.7,5.5,119,2814.2,2957,989,10.50,36.7,252.7,17.50,1.1688,701.99,9.635,14.285
1577,10.8,5.4,119,2881.6,2959,989,10.50,36.75,253,17.50,1.1688,703.22,9.63,14.29
1577.5,10.7,5.8,119,2889,2962,989,10.50,36.8,253.4,17.50,1.1688,703.84,9.63,14.29
1578,9.7,5,119,2739.9,2966,990,10.50,36.85,253.7,17.50,1.1688,701.67,9.63,14.29
1578.5,10.7,4.8,119,2565.7,3016,996,10.50,36.9,254.1,17.50,1.1688,689.18,9.635,14.295
1579,13.9,9.3,118,3137,3073,1002,10.50,36.93333333,254.4,17.50,1.1688,685.76,9.64,14.3
1579.5,13.5,9.1,119,3174.2,3074,1003,10.50,36.96666667,254.6,17.50,1.1688,687.16,9.64,14.3
1580,10.3,6.9,119,2898.4,3075,1004,10.50,37.01666667,254.9,17.50,1.1688,688.99,9.64,14.3
1580.5,7.2,6.7,119,2880.6,3071,1004,10.50,37.11666667,255.6,17.50,1.1688,690.12,9.615,14.305
1581,5.3,7,119,2929.5,3068,1004,10.50,37.2,256.2,17.50,1.1688,690.66,9.59,14.31
1581.5,6.8,5.3,118,2733.7,3068,1005,10.50,37.25,256.6,17.50,1.1688,687.92,9.585,14.31
1582,7.7,5,118,2743.1,3068,1005,10.50,37.31666667,257,17.50,1.1688,687,9.58,14.31
1582.5,8.5,5,118,2777.2,3070,1005,10.50,37.36666667,257.5,17.50,1.1688,686.51,9.575,14.315
1583,9,4.9,119,2826.1,3069,1005,10.50,37.41666667,257.8,17.50,1.1688,684.59,9.57,14.32
1583.5,8.7,4.2,118,2734.1,3057,1005,10.50,37.48333333,258.3,17.50,1.1688,683.36,9.57,14.32
1584,9.4,5.1,118,2871.4,3043,1004,10.50,37.53333333,258.7,17.50,1.1688,684.03,9.57,14.32
1584.5,9.8,5.4,119,2971.1,3038,1005,10.50,37.58333333,259,17.50,1.1688,683.65,9.565,14.32
1585,9.8,5.2,119,2987,3039,1005,10.50,37.63333333,259.4,17.50,1.1688,682.52,9.56,14.32
1585.5,9.3,4.6,119,2948.8,3040,1005,10.50,37.68333333,259.7,17.50,1.1688,682.06,9.545,14.325
1586,9.1,4,119,2943,3049,1005,10.50,37.75,260.2,17.50,1.1688,680.1,9.53,14.33
1586.5,9.7,4.2,119,3006.8,3057,1005,10.50,37.8,260.5,17.50,1.1688,679.16,9.545,14.33
1587,9.9,4.2,119,3019.7,3064,1005,10.50,37.85,260.9,17.50,1.1688,678.28,9.56,14.33
1587.5,9.3,5.1,119,3054.5,3067,1005,10.50,37.9,261.3,17.50,1.1688,678.16,9.52,14.335
1588,9.8,4.8,119,2995,3066,1005,10.50,37.95,261.6,17.50,1.1688,679.24,9.48,14.34
1588.5,10,4.4,119,2939.4,3066,1005,10.50,38,262,17.50,1.1688,678.78,9.485,14.34
1589,10.2,4.1,119,2933.4,3068,1005,10.50,38.05,262.3,17.50,1.1688,677.21,9.49,14.34
1589.5,10,3.7,119,2906.6,3067,1005,10.50,38.1,262.7,17.50,1.1688,676.64,9.48,14.345
1590,8.8,3.8,119,2909.3,3066,1005,10.50,38.16666667,263.1,17.50,1.1688,675.18,9.47,14.35
1590.5,8.8,4.3,119,2960.9,3067,1004,10.50,38.21666667,263.5,17.50,1.1688,675.69,9.47,14.35
1591,9.7,5.1,119,3096.4,3068,1005,10.50,38.26666667,263.9,17.50,1.1688,676.05,9.47,14.35
1591.5,9.5,4.8,119,3086.4,3068,1005,10.50,38.31666667,264.2,17.50,1.1688,675.31,9.46,14.355
1592,9.7,4.9,119,3079.1,3066,1005,10.50,38.38333333,264.6,17.50,1.1688,675.16,9.45,14.36
1592.5,12.1,6.5,119,3264.2,3071,1004,10.50,38.41666667,264.9,17.50,1.1688,674.08,9.455,14.36
1593,14.3,8,119,3499.9,3072,1004,10.50,38.45,265.2,17.50,1.1688,674.47,9.46,14.36
1593.5,14.4,8.2,119,3549.2,3068,1004,10.50,38.48333333,265.4,17.50,1.1688,674.9,9.475,14.36
1594,14.4,7.2,119,3442.6,3053,1005,10.50,38.51666667,265.7,17.50,1.1688,673.72,9.49,14.36
1594.5,12.9,6.1,119,3271.7,3044,1005,10.50,38.56666667,265.9,17.50,1.1688,672.97,9.505,14.365
1595,13.4,5.7,119,3216.1,3043,1005,10.50,38.6,266.2,17.50,1.1688,672.82,9.52,14.37
1595.5,14.3,7.4,119,3436.2,3048,1005,10.50,38.63333333,266.5,17.50,1.1688,671.1,9.505,14.37
1596,11.2,5.5,119,3224.7,3046,1004,10.50,38.68333333,266.8,17.50,1.1688,670.35,9.49,14.37
1596.5,13.4,5.8,119,3293.4,3048,1005,10.50,38.71666667,267.1,17.50,1.1688,667.6,9.53,14.375
1597,12.8,6.1,119,3331.3,3054,1005,10.50,38.76666667,267.4,17.50,1.1688,667.28,9.57,14.38
1597.5,12.3,5.9,119,3284.5,3056,1005,10.50,38.8,267.6,17.50,1.1688,666.16,9.575,14.38
1598,13.9,5.9,119,3287.7,3063,1005,10.50,38.83333333,267.9,17.50,1.1688,664.11,9.58,14.38
1598.5,13.8,6.3,119,3327.4,3062,1005,10.50,38.86666667,268.1,17.50,1.1688,662.33,9.585,14.385
1599,12.7,5.8,119,3277.2,3061,1005,10.50,38.91666667,268.4,17.50,1.1688,661.73,9.59,14.39
1599.5,12.5,5.7,119,3247.4,3058,1004,10.50,38.95,268.7,17.50,1.1688,660.96,9.595,14.39
1600,14,7,119,3421.9,3056,1005,10.50,38.98333333,269,17.50,1.1688,660.78,9.6,14.39
1600.5,13.8,6.2,119,3320.3,3056,1005,10.50,39.03333333,269.2,17.50,1.1688,660.68,9.61,14.39
1601,14.5,6.3,119,3346.8,3053,1007,10.50,39.05,269.5,17.50,1.1688,660.35,9.62,14.39
1601.5,14.7,6.5,119,3354,3056,1006,10.50,39.1,269.7,17.50,1.1688,660.24,9.625,14.395
1602,14.8,6.6,119,3380.9,3052,1005,10.50,39.13333333,269.9,17.50,1.1688,660.28,9.63,14.4
1602.5,14,6.4,119,3367.1,3059,1005,10.50,39.16666667,270.2,17.50,1.1688,661.65,9.635,14.4
1603,14,6.4,119,3352.8,3053,1005,10.50,39.2,270.5,17.50,1.1688,661.8,9.64,14.4
1603.5,14.1,6.8,119,3382.8,3055,1005,10.50,39.23333333,270.7,17.50,1.1688,660.84,9.64,14.405
1604,15.2,7.7,119,3522.6,3058,1005,10.50,39.26666667,271,17.50,1.1688,660.78,9.64,14.41
1604.5,14.6,7.8,119,3534.1,3061,1005,10.50,39.3,271.2,17.50,1.1688,660.75,9.635,14.41
1605,13.2,6.3,119,3344.2,3053,1005,10.50,39.33333333,271.5,17.50,1.1688,661.9,9.63,14.41
1605.5,13.2,5.1,119,3188.4,3047,1005,10.50,39.38333333,271.7,17.50,1.1688,661.09,9.64,14.41
1606,11.9,5.6,119,3125.7,3031,1003,10.50,39.41666667,272.1,17.50,1.1688,660.34,9.65,14.41
1606.5,8.6,5.7,119,2804.2,2964,996,10.50,39.48333333,272.5,17.50,1.1688,654.02,9.655,14.415
1607,8.4,6.5,120,2647.7,2904,992,10.50,39.53333333,272.9,17.50,1.1688,650.14,9.66,14.42
1607.5,10.7,8,120,2803.5,2858,993,10.50,39.6,273.3,17.50,1.1688,636.94,9.68,14.42
1608,12,9,120,2940.1,2819,993,10.50,39.63333333,273.6,17.50,1.1688,636,9.7,14.42
1608.5,13.5,9.5,120,3029,2795,994,10.50,39.66666667,273.8,17.50,1.1688,641.14,9.72,14.425
1609,13.2,10,120,3095.7,2773,995,10.50,39.71666667,274.1,17.50,1.1688,670.14,9.74,14.43
1609.5,11.4,9.7,120,3048.8,2736,995,10.50,39.75,274.4,17.50,1.1688,689.22,9.735,14.43
1610,12.5,10.2,120,3119.9,2725,998,10.50,39.8,274.7,17.50,1.1688,690.73,9.73,14.43
1610.5,13.9,10.7,120,3226.2,2722,1000,10.50,39.83333333,275,17.50,1.1688,690.51,9.73,14.43
1611,12.8,9.5,120,3112.2,2739,1007,10.50,39.86666667,275.3,17.50,1.1688,690.87,9.73,14.43
1611.5,12.8,9.9,120,3189.3,2748,1011,10.50,39.9,275.5,17.50,1.1688,692.03,9.725,14.435
1612,12.2,9.1,120,3113.9,2734,1012,10.50,39.95,275.8,17.50,1.1688,691.35,9.72,14.44
1612.5,13.8,10,120,3289.7,2728,1012,10.50,39.98333333,276.1,17.50,1.1688,691.69,9.725,14.44
1613,12.4,9.5,120,3232.9,2761,1010,10.50,40.03333333,276.4,17.50,1.1688,689.07,9.73,14.44
1613.5,9.9,6.9,120,2925.9,2936,1005,10.50,40.08333333,276.8,17.50,1.1688,685.54,9.75,14.445
1614,11.2,7.2,120,2975.7,3051,1002,10.50,40.11666667,277.1,17.50,1.1688,684.76,9.77,14.45
1614.5,12.7,7.6,120,3074,3082,1001,10.50,40.16666667,277.4,17.50,1.1688,682.91,9.77,14.45
1615,12.7,8,120,3097.4,3083,1001,10.50,40.2,277.7,17.50,1.1688,682.1,9.77,14.45
1615.5,13,8.3,120,3166.5,3081,1001,10.50,40.25,278,17.50,1.1688,681.85,9.78,14.45
1616,12.9,8,120,3140.6,3082,1001,10.50,40.28333333,278.2,17.50,1.1688,679.93,9.79,14.45
1616.5,12.7,7.9,120,3117.4,3086,1001,10.50,40.31666667,278.5,17.50,1.1688,679.54,9.795,14.455
1617,12.7,7.6,120,3132.5,3086,1002,10.50,40.36666667,278.8,17.50,1.1688,680.4,9.8,14.46
1617.5,12.9,8,120,3260.6,3084,1002,10.50,40.4,279.1,17.50,1.1688,680.3,9.8,14.46
1618,12.5,9,120,3360.5,3081,1003,10.50,40.43333333,279.4,17.50,1.1688,680.27,9.8,14.46
1618.5,12.4,8.4,120,3284.4,3082,1003,10.50,40.48333333,279.7,17.50,1.1688,678.56,9.81,14.465
1619,12,7.3,120,3123.4,3078,1003,10.50,40.51666667,280,17.50,1.1688,679.11,9.82,14.47
1619.5,12.4,6.7,120,3046.6,3076,1003,10.50,40.56666667,280.2,17.50,1.1688,680.56,9.825,14.47
1620,12,6.6,120,3077.2,3079,1003,10.50,40.6,280.5,17.50,1.1688,679.48,9.83,14.47
1620.5,11.9,6.5,120,3044.1,3078,1003,10.50,40.65,280.8,17.50,1.1688,679.65,9.83,14.47
1621,12,6.7,120,3035.9,3077,1002,10.50,40.68333333,281.1,17.50,1.1688,679.55,9.83,14.47
1621.5,12.9,6.9,120,3106,3079,1002,10.50,40.73333333,281.4,17.50,1.1688,679.93,9.825,14.475
1622,13.3,7.7,120,3221.9,3080,1002,10.50,40.76666667,281.7,17.50,1.1688,681.41,9.82,14.48
1622.5,12,7,120,3150.5,3083,1002,10.50,40.8,282,17.50,1.1688,681.74,9.82,14.48
1623,10.9,6.7,120,3084.7,3084,1003,10.50,40.85,282.3,17.50,1.1688,682.4,9.82,14.48
1623.5,10.9,6.5,120,3044.8,3082,1002,10.50,40.9,282.6,17.50,1.1688,682.32,9.815,14.48
1624,9.7,6,120,2979.7,3084,1001,10.50,40.95,283,17.50,1.1688,682.96,9.81,14.48
1624.5,9.8,5.5,120,2980.1,3088,1002,10.50,41,283.4,17.50,1.1688,683.1,9.82,14.485
1625,10.7,5.8,120,3079.6,3082,1002,10.50,41.05,283.7,17.50,1.1688,683.51,9.83,14.49
1625.5,10.2,5.7,120,3028,3081,1002,10.50,41.1,284.1,17.50,1.1688,683.25,9.845,14.49
1626,10.5,5.9,120,3036.2,3083,1002,10.50,41.13333333,284.4,17.50,1.1688,683.65,9.86,14.49
1626.5,10.6,6.5,120,3095.6,3080,1002,10.50,41.2,284.8,17.50,1.1688,683.27,9.855,14.495
1627,11.6,7.1,120,3180.9,3076,1002,10.50,41.23333333,285.1,17.50,1.1688,683.62,9.85,14.5
1627.5,11.5,6.4,120,3110.7,3076,1002,10.50,41.28333333,285.4,17.50,1.1688,683.11,9.85,14.5
1628,11.3,5.8,120,3038.6,3082,1002,10.50,41.31666667,285.7,17.50,1.1688,682.79,9.85,14.5
1628.5,11.4,5.9,120,3057.7,3079,1002,10.50,41.36666667,286,17.50,1.1688,682.06,9.845,14.505
1629,11.3,5.4,120,3018.9,3078,1002,10.50,41.41666667,286.3,17.50,1.1688,681.29,9.84,14.51
1629.5,10.8,5.2,120,2987.1,3080,1002,10.50,41.45,286.6,17.50,1.1688,681,9.845,14.51
1630,10.8,5.2,120,2976.6,3079,1002,10.50,41.5,287,17.50,1.1688,681.4,9.85,14.51
1630.5,10.9,5.2,120,2965.2,3077,1002,10.50,41.55,287.3,17.50,1.1688,680.5,9.845,14.51
1631,11.3,5.8,120,3029.9,3080,1003,10.50,41.6,287.6,17.50,1.1688,680.3,9.84,14.51
1631.5,11.3,6,120,3046.9,3084,1004,10.50,41.63333333,288,17.50,1.1688,679.86,9.83,14.515
1632,11.3,6.6,120,3116.7,3083,1002,10.50,41.68333333,288.3,17.50,1.1688,679.29,9.82,14.52
1632.5,11.9,7.5,120,3254.3,3084,1002,10.50,41.71666667,288.6,17.50,1.1688,678.26,9.83,14.52
1633,11.2,6.8,120,3165.8,3083,1002,10.50,41.76666667,288.9,17.50,1.1688,678.05,9.84,14.52
1633.5,10.9,6.7,120,3108.2,3085,1002,10.50,41.81666667,289.2,17.50,1.1688,675.21,9.83,14.52
1634,9.5,6.1,120,3024.5,3089,1003,10.50,41.86666667,289.6,17.50,1.1688,667.78,9.82,14.52
1634.5,10.1,5.5,120,2930.1,3104,1005,10.50,41.91666667,290,17.50,1.1688,628.18,9.83,14.525
1635,10.4,6.2,120,2908.2,3129,1011,10.50,41.96666667,290.3,17.50,1.1688,624.96,9.84,14.53
1635.5,11.8,5.3,120,2873.9,3161,1013,10.50,42,290.6,17.50,1.1688,630.02,9.84,14.53
1636,11.9,7.5,120,3083.2,3110,1014,10.50,42.05,290.9,17.50,1.1688,636.63,9.84,14.53
1636.5,12.6,8.8,120,3251.4,3053,1015,10.50,42.08333333,291.2,17.50,1.1688,638.99,9.84,14.535
1637,13.6,9,120,3269.4,3030,1016,10.50,42.13333333,291.5,17.50,1.1688,641.83,9.84,14.54
1637.5,12.3,10,120,3405.4,3023,1016,10.50,42.18333333,291.9,17.50,1.1688,640.97,9.825,14.54
1638,7.2,7.4,120,3078.9,3033,1016,10.50,42.26666667,292.5,17.50,1.1688,644.05,9.81,14.54
1638.5,10.5,8.2,120,3241.4,3044,1016,10.50,42.33333333,292.9,17.50,1.1688,645.34,9.795,14.545
1639,11.4,8.2,120,3290.1,3052,1016,10.50,42.36666667,293.2,17.50,1.1688,644.75,9.78,14.55
1639.5,11.4,8.9,120,3364.2,3069,1016,10.50,42.41666667,293.5,17.50,1.1688,644.82,9.765,14.55
1640,12.3,8.8,120,3373.1,3082,1016,10.50,42.45,293.8,17.50,1.1688,646.86,9.75,14.55
1640.5,11.9,8.8,120,3400.7,3082,1016,10.50,42.5,294.1,17.50,1.1688,649.04,9.765,14.55
1641,10.5,8.2,120,3317.2,3089,1015,10.50,42.55,294.5,17.50,1.1688,653.01,9.78,14.55
1641.5,7.7,5.5,120,2993.9,3093,1015,10.50,42.61666667,295,17.50,1.1688,655.95,9.84,14.555
1642,8.7,5.6,120,3080.9,3085,1015,10.50,42.66666667,295.4,17.50,1.1688,658.08,9.9,14.56
1642.5,9.9,6,120,3139.8,3087,1015,10.50,42.71666667,295.8,17.50,1.1688,657.63,9.89,14.56
1643,9.7,6,120,3101.2,3089,1015,10.50,42.78333333,296.2,17.50,1.1688,657.84,9.88,14.56
1643.5,9.7,5.9,120,3094.8,3100,1015,10.50,42.83333333,296.5,17.50,1.1688,657.64,9.875,14.565
1644,9.2,6.5,120,3120.2,3117,1015,10.50,42.88333333,296.9,17.50,1.1688,657.43,9.87,14.57
1644.5,9.3,7.4,120,3214.1,3135,1014,10.50,42.93333333,297.3,17.50,1.1688,658.33,9.88,14.57
1645,12,8,120,3332,3115,1015,10.50,42.98333333,297.6,17.50,1.1688,661.27,9.89,14.57
1645.5,11.7,8,120,3339.2,3106,1015,10.50,43.01666667,298,17.50,1.1688,662.63,9.9,14.57
1646,11.6,7.7,120,3271.3,3105,1014,10.50,43.06666667,298.3,17.50,1.1688,663.07,9.91,14.57
1646.5,12.4,8.8,120,3370.8,3109,1013,10.50,43.1,298.6,17.50,1.1688,665.3,9.92,14.575
1647,13.2,9,120,3440.8,3116,1014,10.50,43.15,298.8,17.50,1.1688,665.83,9.93,14.58
1647.5,10.7,8,120,3353.7,3127,1014,10.50,43.18333333,299.2,17.50,1.1688,667.01,9.93,14.58
1648,10.4,7.1,120,3266.6,3136,1014,10.50,43.23333333,299.5,17.50,1.1688,668.15,9.93,14.58
1648.5,11.3,7.8,120,3424.5,3140,1014,10.50,43.28333333,299.8,17.50,1.1688,670.78,10.02,14.585
1649,10.6,8.2,120,3399.1,3147,1014,10.50,43.33333333,300.2,17.50,1.1688,673.03,10.11,14.59
1649.5,11.4,8,120,3425.1,3152,1014,10.50,43.38333333,300.5,17.50,1.1688,673.18,10.105,14.59
1650,13.4,8.3,120,3545.9,3150,1014,10.50,43.41666667,300.8,17.50,1.1688,673.67,10.1,14.59
1650.5,13.9,8.5,120,3540.7,3153,1014,10.50,43.45,301,17.50,1.1688,674.39,10.105,14.59
1651,12.2,8.5,120,3456.2,3153,1014,10.50,43.48333333,301.3,17.50,1.1688,673.94,10.11,14.59
1651.5,12.2,7.7,120,3458.7,3157,1014,10.50,43.53333333,301.6,17.50,1.1688,675.59,10.125,14.595
1652,13.3,8.9,120,3511.8,3165,1014,10.50,43.56666667,301.9,17.50,1.1688,675.56,10.14,14.6
1652.5,13.8,9.7,120,3546.9,3165,1014,10.50,43.6,302.2,17.50,1.1688,675.01,10.145,14.6
1653,12.4,8.5,120,3386.2,3164,1014,10.50,43.65,302.5,17.50,1.1688,675.34,10.15,14.6
1653.5,11.5,8.4,120,3336.3,3164,1014,10.50,43.68333333,302.8,17.50,1.1688,674.62,10.165,14.6
1654,8.4,6.6,120,3057.4,3170,1014,10.50,43.75,303.2,17.50,1.1688,674.58,10.18,14.6
1654.5,8,5.6,120,2976.2,3168,1014,10.50,43.81666667,303.7,17.50,1.1688,675.23,10.185,14.605
1655,10.8,7.3,120,3236.7,3169,1014,10.50,43.85,304,17.50,1.1688,677.02,10.19,14.61
1655.5,16.5,3,61,1970.8,1866,700,10.50,6.55,45.4,12.25,0.994,691.1,10.155,14.61
1656,13.6,3,50,1986.6,1646,645,10.60,0.05,0.1,12.25,0.994,694.23,10.12,14.61
1656.5,9.4,4.2,50,2152.2,1647,646,10.60,0.1,0.3,12.25,0.994,694.8,10.13,14.615
1657,8.9,4.7,50,2207.7,1648,646,10.60,0.166666667,0.5,12.25,0.994,693.94,10.14,14.62
1657.5,6.9,4.6,50,2229.3,1645,646,10.60,0.233333333,0.7,12.25,0.994,693.12,10.13,14.62
1658,6.1,3.1,50,2084.4,1706,659,10.60,0.316666667,1,12.25,0.994,690.17,10.12,14.62
1658.5,4.9,3.8,50,2136.7,1960,715,10.60,0.416666667,1.3,12.25,0.994,681.93,10.125,14.625
1659,5.9,7,49,2260.1,2715,878,10.60,0.516666667,1.5,12.25,0.994,679.9,10.13,14.63
1659.5,7.5,3.3,49,2128.5,2885,921,10.60,0.583333333,1.7,12.25,0.994,679.1,10.14,14.63
1660,9.3,2.6,49,2075.1,2878,914,10.60,0.633333333,1.9,12.25,0.994,678.53,10.15,14.63
1660.5,9.3,2.7,49,2022,2866,912,10.60,0.683333333,2,12.25,0.994,678.24,10.13,14.63
1661,9.4,3.7,49,2013.2,2872,913,10.60,0.75,2.2,12.25,0.994,677.93,10.11,14.63
1661.5,6.3,6.3,49,2019.9,2886,916,10.60,0.833333333,2.5,12.25,0.994,679.53,10.12,14.635
1662,5,10.1,49,2326.9,2937,924,10.60,0.933333333,2.8,12.25,0.994,681.36,10.13,14.64
1662.5,6.4,7.4,51,2189.5,2953,926,10.60,1.016666667,3,12.25,0.994,682.29,10.13,14.64
1663,9.4,3.2,51,2015.9,2949,926,10.60,1.066666667,3.2,12.25,0.994,682.85,10.13,14.64
1663.5,9.3,2.4,51,1970.7,2948,926,10.60,1.116666667,3.3,12.25,0.994,683.4,10.15,14.645
1664,8.3,4,51,1929.8,2951,926,10.60,1.183333333,3.5,12.25,0.994,683.56,10.17,14.65
1664.5,8.2,6.4,51,1839.8,2952,927,10.60,1.25,3.7,12.25,0.994,683.88,10.165,14.65
1665,8.1,6.8,51,1836.8,2959,930,10.60,1.3,3.9,12.25,0.994,683.97,10.16,14.65
1665.5,8.5,7.2,51,1911.6,2954,932,10.60,1.366666667,4.1,12.25,0.994,682.25,10.145,14.65
1666,8.2,7,51,1940.8,2951,932,10.60,1.433333333,4.3,12.25,0.994,681.27,10.13,14.65
1666.5,7.3,6.5,51,1898.5,2945,928,10.60,1.5,4.5,12.25,0.994,680.66,10.15,14.655
1667,7.6,6.9,51,1913.2,2969,928,10.60,1.566666667,4.7,12.25,0.994,679.06,10.17,14.66
1667.5,8,6.8,51,1915.2,2981,927,10.60,1.616666667,4.9,12.25,0.994,679.35,10.2,14.66
1668,7.8,6.9,51,1862.5,2977,927,10.60,1.7,5.1,12.25,0.994,681.82,10.23,14.66
1668.5,5.5,8.4,51,1863.2,2968,930,10.60,1.8,5.4,12.25,0.994,682.3,10.24,14.66
1669,7.2,6.8,51,1870,2975,934,10.60,1.866666667,5.6,12.25,0.994,683.08,10.25,14.66
1669.5,7.5,5.6,51,1832.3,2969,936,10.60,1.933333333,5.8,12.25,0.994,684.11,10.235,14.665
1670,7.7,5.4,51,1824.6,2967,936,10.60,2,6,12.25,0.994,685.32,10.22,14.67
1670.5,7.6,5.2,51,1782.6,2966,936,10.60,2.066666667,6.2,12.25,0.994,684.14,10.2,14.67
1671,8.3,5.7,51,1806,2969,935,10.60,2.116666667,6.4,12.25,0.994,683.5,10.18,14.67
1671.5,8,5.7,51,1787.4,2993,933,10.60,2.183333333,6.6,12.25,0.994,682.72,10.175,14.675
1672,7.3,5.5,51,1770.2,3010,927,10.60,2.25,6.8,12.25,0.994,679.86,10.17,14.68
1672.5,7.9,5.8,51,1824.3,3033,926,10.60,2.316666667,7,12.25,0.994,680.6,10.165,14.68
1673,8.6,6.1,51,1885.9,3050,929,10.60,2.383333333,7.2,12.25,0.994,681.83,10.16,14.68
1673.5,8.2,5.9,51,1889.7,3047,931,10.60,2.433333333,7.4,12.25,0.994,683.03,10.15,14.685
1674,8.2,6.4,51,1955.5,3043,932,10.60,2.5,7.5,12.25,0.994,683.39,10.14,14.69
1674.5,8.8,6.9,51,1952.2,3032,931,10.60,2.55,7.7,12.25,0.994,681.63,10.14,14.69
1675,9,7.1,51,1931.7,3031,931,10.60,2.616666667,7.9,12.25,0.994,678.95,10.14,14.69
1675.5,10,8,51,1974.4,3030,930,10.60,2.666666667,8,12.25,0.994,679.77,10.14,14.69
1676,10.5,8.3,51,1974,3023,930,10.60,2.716666667,8.2,12.25,0.994,677.52,10.14,14.69
1676.5,10.1,8.3,50,1895.7,3021,928,10.60,2.766666667,8.3,12.25,0.994,669.92,10.14,14.695
1677,11.5,7.1,49,1857.6,2981,916,10.60,2.8,8.5,12.25,0.994,669.23,10.14,14.7
