Depth (m),ROP Avg(m/hr),Surface WOB Avg(klb),RPM Surface Avg (rpm),Torque Abs Avg (f-b),SPP Avg (psig),Flow in Pum Avg(gpm),M.wt(ppg),HOB(min),Rev On Bit (krev),Bit Diameter,Nozzle size(in2),pit volume(bbl)
1660.5,9.3,2.7,49,2022,2866,912,10.60,41,2,12.25,72,678.24
1661,9.4,3.7,49,2013.2,2872,913,10.60,45,2.2,12.25,72,677.93
1661.5,6.3,6.3,49,2019.9,2886,916,10.60,50,2.5,12.25,72,679.53
1662,5,10.1,49,2326.9,2937,924,10.60,56,2.8,12.25,72,681.36
1662.5,6.4,7.4,51,2189.5,2953,926,10.60,61,3,12.25,72,682.29
1663,9.4,3.2,51,2015.9,2949,926,10.60,64,3.2,12.25,72,682.85
1663.5,9.3,2.4,51,1970.7,2948,926,10.60,67,3.3,12.25,72,683.4
1664,8.3,4,51,1929.8,2951,926,10.60,71,3.5,12.25,72,683.56
1664.5,8.2,6.4,51,1839.8,2952,927,10.60,75,3.7,12.25,72,683.88
1665,8.1,6.8,51,1836.8,2959,930,10.60,78,3.9,12.25,72,683.97
1665.5,8.5,7.2,51,1911.6,2954,932,10.60,82,4.1,12.25,72,682.25
1666,8.2,7,51,1940.8,2951,932,10.60,86,4.3,12.25,72,681.27
1666.5,7.3,6.5,51,1898.5,2945,928,10.60,90,4.5,12.25,72,680.66
1667,7.6,6.9,51,1913.2,2969,928,10.60,94,4.7,12.25,72,679.06
1667.5,8,6.8,51,1915.2,2981,927,10.60,97,4.9,12.25,72,679.35
1668,7.8,6.9,51,1862.5,2977,927,10.60,102,5.1,12.25,72,681.82
1668.5,5.5,8.4,51,1863.2,2968,930,10.60,108,5.4,12.25,72,682.3
1669,7.2,6.8,51,1870,2975,934,10.60,112,5.6,12.25,72,683.08
1669.5,7.5,5.6,51,1832.3,2969,936,10.60,116,5.8,12.25,72,684.11
1670,7.7,5.4,51,1824.6,2967,936,10.60,120,6,12.25,72,685.32
1670.5,7.6,5.2,51,1782.6,2966,936,10.60,124,6.2,12.25,72,684.14
1671,8.3,5.7,51,1806,2969,935,10.60,127,6.4,12.25,72,683.5
1671.5,8,5.7,51,1787.4,2993,933,10.60,131,6.6,12.25,72,682.72
1672,7.3,5.5,51,1770.2,3010,927,10.60,135,6.8,12.25,72,679.86
1672.5,7.9,5.8,51,1824.3,3033,926,10.60,139,7,12.25,72,680.6
1673,8.6,6.1,51,1885.9,3050,929,10.60,143,7.2,12.25,72,681.83
1673.5,8.2,5.9,51,1889.7,3047,931,10.60,146,7.4,12.25,72,683.03
1674,8.2,6.4,51,1955.5,3043,932,10.60,150,7.5,12.25,72,683.39
1674.5,8.8,6.9,51,1952.2,3032,931,10.60,153,7.7,12.25,72,681.63
1675,9,7.1,51,1931.7,3031,931,10.60,157,7.9,12.25,72,678.95
1675.5,10,8,51,1974.4,3030,930,10.60,160,8,12.25,72,679.77
1676,10.5,8.3,51,1974,3023,930,10.60,163,8.2,12.25,72,677.52
1676.5,10.1,8.3,50,1895.7,3021,928,10.60,166,8.3,12.25,72,669.92
1677,11.5,7.1,49,1857.6,2981,916,10.60,168,8.5,12.25,72,669.23
1677.5,10.7,8.2,50,1912.8,2802,897,10.60,171,8.6,12.25,72,671.81
1678,11.5,8.8,51,2004.1,2844,913,10.60,174,8.7,12.25,72,672.42
1678.5,12.9,9.2,52,2080.2,2858,918,10.60,176,8.9,12.25,72,671.57
1679,12.7,8.6,58,2089.2,2850,919,10.60,178,9,12.25,72,670.95
1679.5,11.6,7.3,75,2120.5,2846,919,10.60,181,9.2,12.25,72,672.08
1680,12.4,6.2,99,2243.4,2820,920,10.60,183,9.4,12.25,72,674.14
1680.5,12.1,5.7,114,2276.3,2808,920,10.60,186,9.7,12.25,72,674.63
1681,12.7,5.9,117,2286.2,2798,920,10.60,188,10,12.25,72,674.06
1681.5,13.5,6.3,117,2319.3,2807,920,10.60,191,10.3,12.25,72,673.63
1682,14.1,6.4,117,2359.2,2811,920,10.60,193,10.5,12.25,72,673.78
1682.5,13.1,6.8,117,2366.3,2832,920,10.60,195,10.8,12.25,72,672.7
1683,11.2,6.5,117,2325.6,2855,919,10.60,198,11.1,12.25,72,671.35
1683.5,10.4,6.4,117,2313.9,2864,919,10.60,201,11.4,12.25,72,671.24
1684,11.1,6.5,117,2346.1,2864,919,10.60,203,11.8,12.25,72,672.48
1684.5,12.3,7.3,117,2401.1,2872,919,10.60,206,12,12.25,72,670.94
1685,13,7.9,117,2486.3,2864,919,10.60,208,12.3,12.25,72,670.7
1685.5,13,7.5,117,2480.9,2859,919,10.60,210,12.6,12.25,72,670.95
1686,11.9,8.5,117,2442.7,2849,919,10.60,213,12.9,12.25,72,673.03
1686.5,8.5,10.3,117,2449.6,2836,920,10.60,217,13.3,12.25,72,672.67
1687,9.8,7.5,117,2293,2847,920,10.60,220,13.7,12.25,72,673.54
1687.5,11,7.7,117,2309.8,2872,919,10.60,223,14,12.25,72,673.58
1688,11.5,8.7,117,2381,2895,919,10.60,225,14.3,12.25,72,673.13
1688.5,11.3,9.7,117,2431.1,2910,919,10.60,228,14.6,12.25,72,673.66
1689,11,10.4,117,2454.8,2928,919,10.60,231,15,12.25,72,672.72
1689.5,10.9,10.9,117,2507.8,2946,918,10.60,233,15.3,12.25,72,671.29
1690,11.2,10,117,2521.6,2923,918,10.60,236,15.6,12.25,72,671.91
1690.5,11.3,9.5,117,2476,2904,919,10.60,239,15.9,12.25,72,673.41
1691,11,9.8,117,2471,2921,919,10.60,241,16.2,12.25,72,675.07
1691.5,10.7,10.6,117,2482.1,2998,917,10.60,244,16.6,12.25,72,670.57
1692,10.8,11.4,117,2502.1,3028,917,10.60,247,16.9,12.25,72,672.57
1692.5,11.9,12,117,2547.3,2996,917,10.60,250,17.2,12.25,72,671.46
1693,12.5,11.4,117,2498.4,2967,917,10.60,252,17.5,12.25,72,673.01
1693.5,12.6,12.1,117,2459.4,2969,917,10.60,254,17.7,12.25,72,674.07
1694,12,13.4,117,2476.9,2978,917,10.60,257,18,12.25,72,672.37
1694.5,11.8,13,117,2505.4,2970,917,10.60,259,18.3,12.25,72,674.13
1695,11.8,11.8,117,2507.8,2961,917,10.60,262,18.6,12.25,72,676.31
1695.5,11.7,11.2,117,2510.8,2957,917,10.60,265,18.9,12.25,72,673.85
1696,11.7,10.1,117,2562.2,2950,917,10.60,267,19.2,12.25,72,671.21
1696.5,11.7,9.6,117,2487,2944,917,10.60,270,19.5,12.25,72,674.7
1697,12.1,9.8,117,2382.5,2942,917,10.60,272,19.8,12.25,72,673.83
1697.5,13.1,10.4,117,2402.8,2942,917,10.60,274,20.1,12.25,72,673.68
1698,13,10.1,117,2387,2939,917,10.60,277,20.4,12.25,72,674.33
1698.5,12.6,9.9,117,2398,2932,917,10.60,279,20.6,12.25,72,674.83
1699,12.4,10.4,117,2495.5,2942,917,10.60,282,20.9,12.25,72,676.09
1699.5,12.2,10.6,117,2456.2,2951,917,10.60,284,21.2,12.25,72,676.53
1700,12.1,10.2,117,2406.3,2949,917,10.60,286,21.5,12.25,72,675.92
1700.5,12,9.9,118,2372.1,2943,917,10.60,289,21.8,12.25,72,672.78
1701,11.3,10.8,118,2414.2,2943,917,10.60,292,22.1,12.25,72,671.03
1701.5,8.9,12.9,118,2430.2,2952,917,10.60,295,22.5,12.25,72,669.56
1702,8.7,11,118,2356.4,2956,917,10.60,299,22.9,12.25,72,671.84
1702.5,9.5,10.1,118,2305.7,2961,917,10.60,302,23.3,12.25,72,674.22
1703,9,10.1,118,2354,2960,917,10.60,305,23.7,12.25,72,675.68
1703.5,8,11,118,2325.3,2962,916,10.60,309,24.2,12.25,72,675.82
1704,6.2,10.7,118,2240.3,2958,917,10.60,314,24.8,12.25,72,674.1
1704.5,6.2,9.5,118,2175.1,2953,917,10.60,319,25.4,12.25,72,673.47
1705,8.9,10.2,119,2262.1,2943,916,10.60,323,25.8,12.25,72,671.74
1705.5,10.4,9.7,120,2252.9,2908,912,10.60,325,26.1,12.25,72,667.4
1706,13.3,9.9,121,2343.9,2885,911,10.60,328,26.4,12.25,72,668.59
1706.5,16.2,10.7,121,2490.5,2876,911,10.60,330,26.6,12.25,72,667.27
1707,17.3,11.3,121,2551.4,2878,911,10.60,331,26.8,12.25,72,666.09
1707.5,18.1,11.9,121,2623.4,2880,911,10.60,333,27,12.25,72,665.96
1708,14.7,11.1,121,2555.3,2882,911,10.60,335,27.3,12.25,72,666.17
1708.5,13.7,10.5,121,2500.4,2880,911,10.60,337,27.6,12.25,72,666.82
1709,14.3,11.4,121,2546.4,2887,911,10.60,339,27.8,12.25,72,667.29
1709.5,13.6,11.6,121,2560.4,2883,911,10.60,342,28.1,12.25,72,667.59
1710,14,11.6,121,2541.8,2884,911,10.60,344,28.3,12.25,72,669.72
1710.5,13.6,10.6,121,2482.4,2880,911,10.60,346,28.6,12.25,72,669.77
1711,13.6,10.3,121,2500.8,2881,911,10.60,348,28.9,12.25,72,668.03
1711.5,14.1,10.9,121,2622.2,2881,911,10.60,350,29.1,12.25,72,667.2
1712,13.4,10.2,121,2739.3,2884,911,10.60,353,29.4,12.25,72,670.01
1712.5,14,10.3,121,2818.1,2880,911,10.60,355,29.7,12.25,72,671.16
1713,12.8,11.2,121,2817.9,2869,912,10.60,357,29.9,12.25,72,671.14
1713.5,12.3,11.4,121,2903.6,2869,912,10.60,360,30.2,12.25,72,671.08
1714,13.1,11.5,121,2997.2,2858,912,10.60,362,30.5,12.25,72,672.16
1714.5,13.7,11.1,121,3012.7,2854,912,10.60,364,30.8,12.25,72,673.11
1715,13.7,11,121,3017,2849,912,10.60,366,31,12.25,72,674.49
1715.5,13.5,11.5,121,3030,2849,912,10.60,368,31.3,12.25,72,674.07
1716,13.6,12.8,121,2969.2,2848,912,10.60,371,31.6,12.25,72,673.37
1716.5,13.5,11.1,121,2939.4,2847,912,10.60,373,31.9,12.25,72,676.13
1717,14,8.6,121,2772.6,2851,912,10.60,375,32.1,12.25,72,678.61
1717.5,14.1,7.2,121,2632.2,2853,912,10.60,377,32.4,12.25,72,681.28
1718,14,6.7,121,2637.4,2860,912,10.60,379,32.6,12.25,72,681.87
1718.5,13.7,7.8,121,2648.1,2859,912,10.60,381,32.9,12.25,72,682.31
1719,13.6,8.3,121,2650.1,2871,911,10.60,384,33.2,12.25,72,683.03
1719.5,13.2,9.4,121,2690,2877,911,10.60,386,33.4,12.25,72,684.61
1720,13,7.8,121,2607.5,2877,911,10.60,388,33.7,12.25,72,686.07
1720.5,12.8,7.9,121,2635.3,2887,911,10.60,391,34,12.25,72,681.58
1721,13.7,8.5,121,2682.3,2888,911,10.60,393,34.3,12.25,72,688.01
1721.5,13,8.7,121,2661.2,2894,911,10.60,395,34.5,12.25,72,689
1722,11.2,7.3,121,2512.6,2895,911,10.60,398,34.9,12.25,72,691.08
1722.5,10.9,6.8,121,2447.3,2897,911,10.60,401,35.2,12.25,72,690.67
1723,12.7,7.6,121,2453.8,2924,910,10.60,403,35.5,12.25,72,689
1723.5,13.4,8.4,121,2496.4,2947,910,10.60,405,35.8,12.25,72,687.56
1724,13.6,8.4,121,2548,2941,910,10.60,407,36,12.25,72,689.66
1724.5,13.8,8.4,121,2512.5,2926,910,10.60,410,36.3,12.25,72,688.37
1725,13.6,8.5,121,2576.1,2920,910,10.60,412,36.6,12.25,72,682.61
1725.5,13.7,9.5,121,2658.4,2927,910,10.60,414,36.8,12.25,72,689.6
1726,14.9,10.3,121,2818.6,2930,910,10.60,416,37.1,12.25,72,692.9
1726.5,16.3,10.8,121,2732,2956,910,10.60,418,37.3,12.25,72,693.72
1727,16.8,10.6,121,2667.6,2971,910,10.60,420,37.5,12.25,72,692.32
1727.5,18.6,11.4,121,2764.1,2976,910,10.60,421,37.7,12.25,72,692.63
1728,17.9,12.1,121,2884.8,2980,909,10.60,423,37.9,12.25,72,693.05
1728.5,17.5,12.9,121,3022.9,2964,910,10.60,425,38.1,12.25,72,692.61
1729,16,12.1,121,3082.1,2956,910,10.60,427,38.3,12.25,72,688.32
1729.5,13.9,10.3,121,2797.5,2968,910,10.60,429,38.6,12.25,72,684.42
1730,11.7,10.2,121,2544.7,2986,909,10.60,431,38.9,12.25,72,688.51
1730.5,12.3,11.1,121,2625.7,2964,910,10.60,434,39.2,12.25,72,695.01
1731,12.9,11.1,121,2621.4,2953,910,10.60,436,39.5,12.25,72,696.79
1731.5,13.6,12.2,121,2695.5,2963,910,10.60,438,39.8,12.25,72,697.03
1732,13.3,12.6,121,2753.1,2955,910,10.60,441,40,12.25,72,699.95
1732.5,13.5,11.2,121,2728.6,2944,910,10.60,443,40.3,12.25,72,700.28
1733,13.3,11.4,121,2860.8,2937,904,10.60,445,40.6,12.25,72,698.45
1733.5,12.4,11.9,121,2866,2942,884,10.60,448,40.9,12.25,72,699.64
1734,9.4,10.3,120,2822.6,2958,793,10.60,451,41.3,12.25,72,697.94
1734.5,10.3,5.5,117,2399.8,2989,886,10.60,454,41.6,12.25,72,703.75
1735,11,5.3,116,2391.5,2972,913,10.60,457,41.9,12.25,72,703.35
1735.5,11.9,6,116,2420.8,2950,914,10.60,459,42.2,12.25,72,699.77
1736,11.9,6.3,116,2423,2937,915,10.60,462,42.5,12.25,72,701.16
1736.5,12.3,6.4,116,2507.8,2932,915,10.60,464,42.8,12.25,72,705.4
1737,11.7,5.9,116,2478.3,2927,915,10.60,468,43.2,12.25,72,714.92
1737.5,12.1,6.7,116,2399.2,2921,916,10.60,472,43.7,12.25,72,723.55
1738,12.1,6.7,116,2364.8,2915,916,10.60,475,44.1,12.25,72,729.39
1738.5,11.8,6.4,116,2350.3,2910,916,10.60,478,44.4,12.25,72,733.28
1739,11.8,6.5,116,2348.3,2911,916,10.60,480,44.7,12.25,72,734.13
1739.5,11.4,6.2,116,2342,2912,916,10.60,483,45,12.25,72,738.23
1740,11.2,6,116,2314.2,2922,915,10.60,485,45.3,12.25,72,739.14
1740.5,11.2,6.4,117,2315.7,2926,915,10.60,488,45.6,12.25,72,732.64
1741,10.9,6.5,116,2416.1,2940,915,10.60,491,45.9,12.25,72,734.35
1741.5,11.3,7.8,117,2614.1,2944,915,10.60,493,46.2,12.25,72,739.51
1742,12.6,7.9,117,2756.3,2946,915,10.60,496,46.5,12.25,72,743.36
1742.5,15.4,9.1,117,3137.9,2943,915,10.60,498,46.7,12.25,72,746.02
1743,16.2,11.3,117,3441.8,2954,915,10.60,500,47,12.25,72,742.71
1743.5,17.5,11.6,117,3388,2953,915,10.60,501,47.2,12.25,72,742.61
1744,18.2,12.9,117,3430.4,2967,915,10.60,503,47.3,12.25,72,744.25
1744.5,18.7,13.9,117,3519,2968,915,10.60,505,47.5,12.25,72,746.89
1745,19.4,11.6,117,3047.8,2961,915,10.60,506,47.7,12.25,72,749.97
1745.5,17.7,11.7,117,2980.6,2968,915,10.60,508,47.9,12.25,72,750.31
1746,17.9,13,117,3035,2965,915,10.60,510,48.1,12.25,72,753.42
1746.5,18.4,13,117,3013.4,2969,915,10.60,511,48.3,12.25,72,753.71
1747,19.5,11.5,117,2869.7,2963,915,10.60,513,48.5,12.25,72,753.02
1747.5,19.3,10.7,117,2794.3,2960,915,10.60,514,48.7,12.25,72,754.37
1748,18.4,10.3,117,2731.9,2963,915,10.60,516,48.8,12.25,72,763.14
1748.5,18.1,9.9,117,2765.2,2953,915,10.60,518,49,12.25,72,766.56
1749,18.3,9.8,117,2754.7,2964,915,10.60,519,49.2,12.25,72,767.02
1749.5,18.1,11.2,117,2894.3,2969,915,10.60,521,49.4,12.25,72,767.33
1750,18.4,11.5,117,2868.2,2973,915,10.60,522,49.6,12.25,72,769.92
1750.5,18.8,12.7,117,3022.8,2983,915,10.60,524,49.8,12.25,72,769.54
1751,18.2,15.2,117,3246,2991,915,10.60,526,50,12.25,72,771.07
1751.5,17.2,17.3,117,3563.7,3003,914,10.60,527,50.2,12.25,72,770.81
1752,15.8,17.2,117,3555.7,2996,915,10.60,529,50.4,12.25,72,771.18
1752.5,15.6,17.6,117,3597,2990,915,10.60,531,50.6,12.25,72,765.67
1753,15.9,17.6,117,3551.2,2988,915,10.60,533,50.9,12.25,72,764.05
1753.5,15.7,17.8,117,3313.4,3002,915,10.60,535,51.1,12.25,72,765.8
1754,14.9,18.9,117,3259.7,3008,915,10.60,537,51.3,12.25,72,770.28
1754.5,14.6,18.6,117,3163.2,3026,914,10.60,539,51.6,12.25,72,773.18
1755,16.1,14.6,117,2888.3,3000,915,10.60,541,51.8,12.25,72,774.96
1755.5,18.5,12.9,117,2779.8,2993,915,10.60,543,52,12.25,72,779.74
1756,18.5,12.8,117,2803,2991,915,10.60,544,52.2,12.25,72,778.14
1756.5,18.6,13.9,117,2967.5,2993,915,10.60,546,52.4,12.25,72,779.33
1757,19,15,117,3045.8,3004,914,10.60,547,52.5,12.25,72,781.17
1757.5,19.3,14.4,117,2880.6,2998,915,10.60,549,52.7,12.25,72,784.3
1758,19.2,13.9,117,2809,2997,914,10.60,551,52.9,12.25,72,785.26
1758.5,20.1,13.7,117,2771.1,2997,914,10.60,552,53.1,12.25,72,783.93
1759,19.8,15.1,117,2754.8,3007,914,10.60,554,53.3,12.25,72,783.59
1759.5,19.9,17.1,117,2953,3010,914,10.60,555,53.4,12.25,72,778.74
1760,18.8,16,117,2964.1,2995,914,10.60,557,53.6,12.25,72,770.69
1760.5,20.6,15,117,2952.3,3016,914,10.60,558,53.8,12.25,72,773.39
1761,21.3,12.9,117,2808.6,3013,914,10.60,560,53.9,12.25,72,773.79
1761.5,20.6,12.1,117,2745.7,3020,914,10.60,561,54.1,12.25,72,773.94
1762,18.4,11.5,118,2626.2,3043,914,10.60,563,54.3,12.25,72,768.17
1762.5,16.3,7.8,121,2373.9,3067,914,10.60,565,54.5,12.25,72,770.55
1763,19.8,10,121,2586,3067,914,10.60,566,54.7,12.25,72,769.31
1763.5,19.9,11.1,121,2681.5,3058,914,10.60,568,54.9,12.25,72,775.27
1764,18,12.2,121,2658.9,3063,914,10.60,569,55.1,12.25,72,780.71
1764.5,19.2,12.8,121,2716.2,3055,915,10.60,571,55.3,12.25,72,782.72
1765,14.5,10.9,121,2567.3,3048,915,10.60,573,55.6,12.25,72,781.66
1765.5,19.6,11.4,121,2676,3049,915,10.60,575,55.8,12.25,72,774.95
1766,20.4,12.8,121,2743.9,3060,915,10.60,576,56,12.25,72,774.21
1766.5,20.1,14.1,121,2782.3,3066,915,10.60,578,56.1,12.25,72,779.35
1767,19.8,15.1,121,2828.5,3088,915,10.60,579,56.3,12.25,72,780.5
1767.5,19.5,17.4,121,2864.9,3118,910,10.60,581,56.5,12.25,72,778.48
1768,19.4,19.3,121,2945.9,3125,889,10.60,582,56.7,12.25,72,778.58
1768.5,19.2,19.9,121,3047.5,3130,799,10.60,584,56.9,12.25,72,777.44
1769,20.2,13.6,121,3007.7,3076,769,10.60,585,57.1,12.25,72,778.92
1769.5,20,10.5,121,2887.6,3055,887,10.60,587,57.3,12.25,72,776.98
1770,18.8,11,121,2876.4,3057,914,10.60,589,57.4,12.25,72,769.58
1770.5,17.8,10.9,121,2782,3047,908,10.60,590,57.7,12.25,72,774.57
1771,17.9,11.5,121,2714.5,3054,882,10.60,592,57.9,12.25,72,775.58
1771.5,18.7,12.2,121,2755.1,3054,908,10.60,594,58.1,12.25,72,775.56
1772,19.5,12.7,121,2815.6,3050,915,10.60,595,58.2,12.25,72,774.85
1772.5,20.4,13.9,121,2877.4,3049,915,10.60,597,58.4,12.25,72,776.12
1773,20.8,15.4,121,3056.8,3054,915,10.60,598,58.6,12.25,72,778.11
1773.5,20,15.9,121,3088.6,3072,915,10.60,600,58.8,12.25,72,777.1
1774,19.5,15.1,121,3077.9,3071,915,10.60,601,59,12.25,72,775.47
1774.5,19.4,15.4,121,3047.3,3072,915,10.60,603,59.1,12.25,72,774.93
1775,19.4,15.2,121,3039.9,3068,915,10.60,604,59.3,12.25,72,775.8
1775.5,20,13.5,121,2938.7,3048,916,10.60,606,59.5,12.25,72,777.21
1776,19.3,12.7,121,2807.6,3040,916,10.60,607,59.7,12.25,72,777.21
1776.5,19.8,13,121,2765.1,3045,916,10.60,609,59.9,12.25,72,775.89
1777,20.1,13.5,121,2773.6,3046,916,10.60,610,60.1,12.25,72,775.47
1777.5,19.9,13.9,121,2851.7,3057,916,10.60,612,60.3,12.25,72,775.76
1778,19.5,14.3,121,3011.6,3062,915,10.60,613,60.4,12.25,72,776.46
1778.5,19.5,13.5,121,2970.8,3058,915,10.60,615,60.6,12.25,72,775.65
1779,19.4,14.2,121,2904.5,3067,915,10.60,616,60.8,12.25,72,774.85
1779.5,18.9,16.1,121,2986.9,3084,915,10.60,618,61,12.25,72,776.1
1780,18.7,14.6,121,2997.5,3068,915,10.60,620,61.2,12.25,72,775.9
1780.5,17.2,12.5,121,2797.6,3059,915,10.60,621,61.4,12.25,72,774.99
1781,19.4,12.5,121,2784,3055,916,10.60,623,61.6,12.25,72,777.28
1781.5,20.3,13.1,121,2862.3,3060,916,10.60,624,61.8,12.25,72,778.08
1782,20.5,13.4,121,2870.1,3059,915,10.60,626,62,12.25,72,776.38
1782.5,19.9,14.9,121,2982.6,3072,915,10.60,627,62.1,12.25,72,773.53
1783,20.2,14.9,121,3055,3069,915,10.60,629,62.3,12.25,72,776.54
1783.5,20.4,15.9,121,3045.3,3080,915,10.60,630,62.5,12.25,72,778.34
1784,20.3,16.6,121,3028.4,3084,915,10.60,632,62.7,12.25,72,776.39
1784.5,20.1,16.4,121,2986.9,3070,915,10.60,633,62.9,12.25,72,774.08
1785,20.1,15.6,121,2953.1,3065,915,10.60,635,63,12.25,72,765.41
1785.5,20.4,14.4,121,2985.8,3055,915,10.60,636,63.2,12.25,72,765.72
1786,19.7,14.2,121,2987.4,3051,915,10.60,638,63.4,12.25,72,764.08
1786.5,19.1,14,121,3012.9,3046,916,10.60,639,63.6,12.25,72,764.5
1787,19.3,10.8,121,2791.8,3014,916,10.60,641,63.8,12.25,72,760.77
1787.5,19.4,10.4,121,2872.7,3007,917,10.60,642,64,12.25,72,760.94
1788,17.7,10.1,121,2761.5,3010,917,10.60,644,64.2,12.25,72,763.22
1788.5,17,8.6,121,2588.8,3001,917,10.60,646,64.4,12.25,72,762.44
1789,16.7,8.5,121,2615.4,3005,917,10.60,648,64.6,12.25,72,763.91
1789.5,16.9,9.2,121,2655.3,3011,917,10.60,649,64.8,12.25,72,767.37
1790,18.1,11.6,121,2761.8,3036,916,10.60,651,65,12.25,72,766.4
1790.5,18.2,14.1,121,2947.5,3051,916,10.60,653,65.2,12.25,72,767.67
1791,16.8,15.3,121,3035.5,3075,916,10.60,655,65.5,12.25,72,774.03
1791.5,13.1,10.2,119,2554.2,3104,915,10.60,657,65.7,12.25,72,766.93
1792,16.8,9.1,118,2590.1,3121,914,10.60,659,66,12.25,72,766.7
1792.5,19.9,9.3,119,2705.3,3094,915,10.60,660,66.1,12.25,72,761.39
1793,20.3,8.9,119,2767.5,3075,915,10.60,662,66.3,12.25,72,760.96
1793.5,19.6,8.7,119,2748.1,3065,915,10.60,663,66.5,12.25,72,763.69
1794,19.7,8.2,119,2715.7,3069,916,10.60,665,66.7,12.25,72,767.21
1794.5,20,7.9,119,2704.3,3052,916,10.60,666,66.9,12.25,72,767.39
1795,19.8,8,119,2706.3,3038,917,10.60,668,67,12.25,72,763.19
1795.5,20.3,7.8,119,2704,3031,917,10.60,669,67.2,12.25,72,762.28
1796,20.6,7.7,119,2706.8,3019,917,10.60,671,67.4,12.25,72,764.17
1796.5,21.8,7.8,119,2825.9,3023,917,10.60,672,67.5,12.25,72,767.66
1797,22.7,7.9,119,2953.3,3025,917,10.60,674,67.7,12.25,72,768.74
1797.5,23,7.9,119,2936.8,3023,917,10.60,675,67.9,12.25,72,768.3
1798,23,7.6,119,2896.8,3034,917,10.60,676,68,12.25,72,767.63
1798.5,22.7,7.1,119,2888.4,3054,917,10.60,677,68.2,12.25,72,767.45
1799,21.9,7,119,2835.2,3064,916,10.60,679,68.3,12.25,72,767.36
1799.5,21.7,7.5,119,2825.2,3077,916,10.60,680,68.5,12.25,72,765.7
1800,21.6,8,119,2863.9,3087,916,10.60,682,68.7,12.25,72,765
1800.5,22,7.8,119,2824.4,3082,916,10.60,683,68.8,12.25,72,765.34
1801,22.2,8.1,119,2872.6,3085,916,10.60,684,69,12.25,72,766.3
1801.5,22.2,8.2,119,2887,3082,916,10.60,686,69.1,12.25,72,766.41
1802,22,8.6,119,2917.7,3077,916,10.60,687,69.3,12.25,72,766.5
1802.5,21.8,8.6,119,2892.7,3082,916,10.60,688,69.5,12.25,72,766.74
1803,21.5,8.8,119,2893,3076,916,10.60,690,69.6,12.25,72,765.83
1803.5,21.4,8.6,119,2863.4,3074,916,10.60,691,69.8,12.25,72,766.3
1804,20.7,9,119,2913.7,3079,916,10.60,693,70,12.25,72,766.4
1804.5,20.8,9.3,119,2885.2,3076,916,10.60,694,70.1,12.25,72,766.34
1805,20.2,11.3,119,3042.4,3078,916,10.60,696,70.3,12.25,72,764.89
1805.5,16.7,12.8,119,3146.2,3079,916,10.60,697,70.5,12.25,72,763.71
1806,18.6,10.7,119,3004.1,3064,916,10.60,699,70.7,12.25,72,764.01
1806.5,19.8,9.5,119,2964.9,3068,916,10.60,701,70.9,12.25,72,763.47
1807,20.2,9,119,2962.4,3064,916,10.60,702,71.1,12.25,72,762.29
1807.5,20.7,10.1,119,3046.8,3066,916,10.60,704,71.3,12.25,72,762.65
1808,19,11.3,119,3097.9,3073,916,10.60,705,71.5,12.25,72,762.99
1808.5,19.8,12.4,119,3197.6,3070,916,10.60,707,71.6,12.25,72,762.7
1809,20.8,13.9,119,3385.9,3072,916,10.60,708,71.8,12.25,72,761.31
1809.5,20.1,14.3,119,3432.1,3063,916,10.60,710,72,12.25,72,762.34
1810,19.5,14.6,119,3448.7,3068,916,10.60,711,72.2,12.25,72,761.5
1810.5,18.7,12.1,119,3187.7,3074,916,10.60,713,72.4,12.25,72,763.81
1811,21.8,13,119,3279.1,3077,916,10.60,714,72.5,12.25,72,763.23
1811.5,22.4,14.2,119,3441.2,3083,916,10.60,715,72.7,12.25,72,763.1
1812,20.9,14.5,119,3632.7,3082,916,10.60,717,72.9,12.25,72,764.96
1812.5,20,12.9,119,3376.6,3068,916,10.60,718,73,12.25,72,765.84
1813,17.8,11.2,119,3131.2,3069,916,10.60,720,73.2,12.25,72,764.8
1813.5,19.5,13.1,119,3313.5,3063,916,10.60,722,73.4,12.25,72,762.13
1814,19.5,14.2,119,3446.3,3061,916,10.60,723,73.6,12.25,72,759.72
1814.5,19,13.3,119,3336.2,3059,916,10.60,725,73.8,12.25,72,753.77
1815,19.3,13.2,119,3235.3,3056,916,10.60,726,74,12.25,72,755.25
1815.5,19.8,12.4,119,3127.8,3061,916,10.60,728,74.2,12.25,72,755.59
1816,18.9,12.3,119,3097.2,3058,916,10.60,729,74.4,12.25,72,751.63
1816.5,20.4,12.9,119,3189.6,3068,916,10.60,731,74.5,12.25,72,745.41
1817,21.5,13.9,119,3279.3,3078,916,10.60,732,74.7,12.25,72,751.37
1817.5,21.3,15.3,119,3460.1,3080,916,10.60,734,74.9,12.25,72,753.47
1818,20.6,15.5,119,3404.7,3070,916,10.60,735,75,12.25,72,754.35
1818.5,20.4,15.2,119,3284,3078,916,10.60,737,75.2,12.25,72,754.36
1819,19.3,15.6,119,3333.3,3080,916,10.60,738,75.4,12.25,72,748.03
1819.5,15.9,14.5,119,3176.5,3078,916,10.60,740,75.6,12.25,72,756.49
1820,10.6,13.4,119,2963.8,3140,915,10.60,744,76,12.25,72,743.51
1820.5,15.1,13.3,119,2998.2,3282,913,10.60,746,76.3,12.25,72,743.38
